Entry	Cross-reference (Pfam)
B7Z4S2	PF01391;
B4DXY4	PF13912;
D5I7G9	PF06455;PF00361;PF00662;
C6K4K1	PF00129;
F8W6V4	PF00017;
A0A0X9UWK7	PF07686;
F5BCW9	PF03414;
F5GYX7	PF00413;PF01471;
C9JGL9	PF16534;
I3L0G6	PF06839;
I3NI43	PF02023;
Q5TGB0	PF15021;
A0A0S2SW46	PF00071;
A0A0S4XQV6	PF07654;PF00969;
A0A126LAV6	PF02393;
A0A0J9YX88	PF00628;PF13639;
E2D5L1	PF00129;
H0Y8H0	PF00270;
C0M118	PF00129;
A0A1B0GVL0	PF15014;
B4DI91	PF00969;
A0A1C3MW76	PF00129;
W6MEN2	PF00443;
B3KX94	PF02862;
B4DNH0	PF00028;PF08758;
C9JHU5	PF00130;PF10409;
Q5TD90	PF01749;
H3BMM8	PF17054;
Q9UL76	PF07686;
T1WEQ8	PF00129;
A2VBX9	PF07654;PF00129;
K7ER70	PF00001;
B7ZVZ7	PF07653;PF14604;
C9J6B6	PF02854;
C9JJ12	PF09606;
L0BVY4	PF00969;
A0A0A7C7N7	PF00129;
B8XZE8	PF00507;
E9PNU5	PF10639;
G0ZPP5	PF00129;
E0YTM0	PF00129;
A0A0H4LZ94	PF07654;PF00129;
D6CJD1	PF07654;PF00129;
D6PZZ0	PF00969;
F8WAY1	PF00149;
Q59H19	PF01248;
S4TZK2	PF00129;
V5LDR8	PF00129;
F8RHM2	PF00969;
J9PWW3	PF00129;
K0P2X1	PF07654;PF00129;PF06623;
B1AP03	PF15345;
B2RDQ3	PF00076;
B1VK56	PF00129;
M9P986	PF00969;
A0A0A0MTT1	PF00255;
F2VYL4	PF00129;
J3KSD1	PF02585;
K7ER15	PF13344;
Q7YP18	PF00129;
V9JTH7	PF06455;PF00361;PF00662;
A0A087WTR9	PF00641;
A9QVM4	PF07654;PF00129;
B0FZC9	PF00129;
D1G0U2	PF00129;
D3U4C8	PF00129;
D3XDF4	PF00129;
D5FHJ0	PF00129;
M9P9N4	PF00969;
Q2YDA1	PF07885;
Q5QR51	PF07654;
Q6LD48	PF00017;
A0A0A7C607	PF00969;
A0A0A7CAX2	PF00969;
H7BZV0	PF12371;
A0A0C4DFX4	PF00271;PF07529;PF00176;
K7P5Y7	PF00129;
F2VNG1	PF00129;
F2X5V4	PF00129;
K7EP18	PF00017;
K7ER95	PF00780;PF00069;
Q5K673	PF00201;
Q9TQG9	PF00129;
A0A186VNL1	PF00969;
C9J1Z8	PF00025;
E9PII9	PF04253;
E9PI95	PF01794;PF08030;
E9PJN2	PF00787;
A0A024R4X7	PF08911;PF00638;
B1PZN7	PF07654;PF00129;PF06623;
B7VF70	PF07654;PF00969;
E0WBV9	PF00129;
E0X9M9	PF00969;
Q13365	PF00969;
Q96TC9	PF01593;
X6R6S3	PF07406;
B2XHJ4	PF00032;PF00033;
B3KNR3	PF14497;
B4DXS4	PF00180;
I6MHG2	PF00129;
V5NRF9	PF07654;PF00129;
A0A0D9SG57	PF00307;
A0A0E3DCD6	PF00129;
A0A0E3DDR8	PF00969;
A0A141AZ97	PF00129;
A0A142J279	PF07654;PF00969;
A5D907	PF00091;
D3DWK1	PF10587;PF00736;
D7RVA3	PF16647;
F8R158	PF00129;
G8HT91	PF00129;
Q562T5	PF00022;
Q69Z02	PF02991;
V5JTJ6	PF00032;PF00033;
H0YBC9	PF14950;PF14951;
H2BDS7	PF00969;
B3KRJ6	PF04265;
C9JXU1	PF08688;
H9BYR4	PF00129;
B2RD67	PF02174;
M9P8Z7	PF00129;
A0A0A0MRW6	PF03813;
S5DHK9	PF07654;PF00129;
A0MJX3	PF01094;
F2X672	PF00129;
H7C330	PF00027;
H7C5F5	PF04408;PF00271;
Q6GMQ3	PF00536;
A0A0N7A6W9	PF00969;
E3SWH1	PF00129;
F6IQJ4	PF07654;PF00129;
I6NS99	PF00969;
I6YW07	PF07654;PF00129;
O60249	PF03719;
Q5SYV2	PF01571;PF08669;
B4DXM1	PF01266;
C6KG44	PF01429;
H0YJS6	PF00995;
A0A087X0M4	PF00035;PF00498;
D7NR09	PF00129;
H7CHW5	PF07654;PF00129;
H9P018	PF06444;PF00361;
M1F4W3	PF00129;
Q8NHJ5	PF13895;
A0A1B0GVW2	PF11878;
E7ECA9	PF07654;PF00129;
E7EM75	PF00090;
E7ERP7	PF01442;
E7ETY0	PF00089;
F2VP52	PF00129;
F2WEK6	PF00146;
F2XI45	PF07654;PF00129;
Q53FG5	PF00493;PF14551;PF17207;
I3L1H3	PF10601;
Q53FD2	PF06544;PF05773;
Q8HG17	PF06444;PF00361;
O78141	PF00129;
Q56FN7	PF07654;PF00969;
B4DFS4	PF15111;
B4DI83	PF03388;
B4E1W3	PF00293;PF09296;PF09297;
C9J155	PF00787;
C9JAM4	PF12146;
C9JNR5	PF00049;
Q6PIN6	PF12205;
F4NBX4	PF07654;PF00129;
B2CY74	PF07654;PF00129;
D6CIB9	PF07654;PF00129;
D6RIV7	PF16180;
F8R168	PF00129;
Q5UAG1	PF07654;PF00129;
Q69YJ7	PF00076;
A0A0A7C6R3	PF00129;
A0A0G2R0T3	PF00129;
A0A0G2R144	PF00969;
D1G111	PF00129;
A0A0A7C4F3	PF00129;
A0A0A7C6S6	PF00129;
B1PZ64	PF07654;PF00129;
C7C6D3	PF07654;PF00129;
D3XDF5	PF00129;
A2N7P4	PF07686;
Q9H6B7	PF08264;
B2R7K8	PF00777;
B4DVN1	PF00226;
H3BLT7	PF03133;
H3BPR8	PF00168;
O15506	PF07654;PF00129;PF06623;
K7EQW1	PF15136;
Q30161	PF00969;
Q6E433	PF02229;
B4DHN4	PF12934;PF12933;
C9J911	PF02724;
D5G245	PF00129;
D6MLK2	PF00129;
C0M125	PF00129;
C6KYL4	PF00001;
I1V1X3	PF00129;
Q7YP33	PF00129;
Q3LID9	PF00627;
Q5T3T0	PF02188;
S5LJ49	PF00870;
A0A0A7C722	PF00969;
A0A141AZ65	PF00129;
A0A141R7G6	PF00969;
D2E456	PF00096;
E0YTN3	PF00129;
H0YH82	PF00285;
H0YNJ4	PF06046;
R4ZGP5	PF00129;
A0A0K0KSQ8	PF00969;
A0A0U5Q1V3	PF07654;PF00129;PF06623;
A0A087WVQ4	PF07989;
A0A087WW66	PF01851;
A0A182AT06	PF07654;PF00969;
A2N0T2	PF07686;
D7NNS5	PF00129;
D7NPM1	PF00129;
A0A087WZ41	PF03462;
I0BW38	PF00129;
F6KRM3	PF00129;
H0Y9B1	PF09240;
H0YGR1	PF13886;
H0YL80	PF00261;
I3L1D9	PF03031;
I6QU07	PF00129;
Q29763	PF00129;
Q53FW8	PF07654;PF07686;
Q9MY62	PF00129;
A0A0A7C4I9	PF00129;
C8C9V5	PF00969;
D3U758	PF00129;
M9P9R5	PF00969;
Q2VPA2	PF00571;
H6UK83	PF03414;
B3GUI8	PF01059;PF00361;
B3KSG9	PF02990;
B4DQP4	PF00096;PF13912;
B4DYY0	PF02771;
A0A0Y0UTC7	PF07654;PF00129;
F8W0R5	PF05794;
M0R3G3	PF00822;
W6SQV0	PF07654;PF00129;
A1XP63	PF00115;
F8URE1	PF00969;
A0A140T8Z9	PF07654;PF16196;PF00993;
H3BQT1	PF00839;
R9QZR8	PF00129;
A0A140DD52	PF07654;PF00129;
A0A068LKP9	PF07686;
D2DKS1	PF00129;
B4DYW0	PF10354;PF03901;
J3QLA5	PF00939;
M9P976	PF00969;
A0A180H6P7	PF00969;
B5MCP8	PF00320;
E5G0Z9	PF00129;
Q96MB4	PF01352;
V9GYC3	PF00071;
A0A1C3PI47	PF07654;PF00129;PF06623;
H3BNP0	PF07803;
Q53GP9	PF00782;PF00581;
U5YF70	PF00129;
C9WCR0	PF00129;
D0AB08	PF08205;
D0VFI1	PF07654;PF00129;
Q562Z4	PF00022;
S4R3E2	PF00226;
G1EQK9	PF00129;
E0YTL0	PF00129;
G5D835	PF06444;PF00361;
A0A0X7YYY7	PF00969;
I7D962	PF00969;
A0A0B4J2H2	PF08180;
D4HPA0	PF00129;
D6RAP6	PF12894;
J9PWW4	PF00129;
Q67AJ0	PF07654;PF00969;
U3RHE3	PF00969;
B2CM70	PF04598;
A0A0X7YJN9	PF00129;
A0A0X7YTU0	PF00129;
A0A1B2FJQ0	PF05461;
F1AQQ8	PF00129;
F5H4Z3	PF08577;
A0A068B2Y5	PF00129;
M0R197	PF12496;
U5YD41	PF00129;
B2R7M8	PF00858;
B5A516	PF07654;PF00129;
B5MCB4	PF01429;
I3L239	PF00183;
Q9BCT7	PF07654;PF00129;
D5FHJ5	PF00129;
L0BXM2	PF00129;
Q5T2J8	PF00567;
F8LFT9	PF07654;PF00969;
A0A126LAY6	PF00747;
A0A166IZM7	PF00135;
Q562W4	PF00022;
I1W1M1	PF00129;
O19544	PF00129;
S4R368	PF00226;
C8XVB1	PF06455;PF00361;PF00662;
H6V088	PF00129;
H7C2D0	PF00880;
I7H7K5	PF07654;PF00129;
Q0VGG8	PF00047;
C9J2A2	PF02893;
C9JC25	PF02263;
C9K0R9	PF00571;PF00478;
H9M449	PF00032;PF00033;
B9TWZ5	PF11635;
E9PQN3	PF05577;
G3V2N0	PF00631;
Q9MY22	PF00969;
A0A0A7C5M8	PF00129;
C9JEY0	PF00108;
Q9TNT4	PF00129;
G3V5H6	PF15244;
A0A024R089	PF02269;
B7ZAE8	PF00028;PF08266;PF08374;
L0R804	PF15282;
A0A0M7BFM3	PF07654;PF00129;PF06623;
A0A059RXT6	PF06455;PF00361;PF00662;
A7U8S4	PF00129;
A8K6Q3	PF07690;PF13599;PF00083;
H0YET3	PF15712;
H0YFT0	PF13886;
I3TBB5	PF07654;PF00129;
O78054	PF00969;
Q2LFC6	PF03414;
Q53FR4	PF03635;
Q53GC8	PF00887;PF00378;
Q7YQ36	PF07654;PF00129;
A0A0G2R139	PF00129;
H0YBG3	PF01056;
A0A140T9Q5	PF07654;
F5H7W1	PF15802;
G1EMS6	PF00129;
G1ENV2	PF00129;
A0A0A7C5A4	PF00129;
A0A0A7C6B7	PF00129;
A0A0A7C7A9	PF00969;
A0A0A7C915	PF00129;
A0A0A7C9W7	PF00129;
A2NW97	PF07686;
A2V815	PF07654;PF00129;
B7Z5Z9	PF00071;
E9PE19	PF00439;PF00628;
G1EMQ3	PF00129;
B4DF80	PF03813;
F1B732	PF06444;PF00361;
F5H0A9	PF01352;PF00096;PF13912;
Q8N6Z3	PF09794;
A0A0J9YVN4	PF06990;
A3R0L8	PF06455;PF00361;PF00662;
A7E2D9	PF00028;PF08266;PF08374;
M4N6J2	PF00969;
M4QNN1	PF07654;PF00129;PF06623;
Q14205	PF09068;PF09069;PF00435;PF00397;PF00569;
A0A0N7A4Q6	PF00129;
H0Y9X1	PF11176;
G3D6H7	PF00129;
H0YDG5	PF12424;
H0YJL3	PF01087;
Q53FD7	PF13874;
Q5ZEZ5	PF07500;
A0A087WX67	PF00076;
A0A0A7C7S5	PF00129;
A4HQM5	PF07654;PF00129;
E0YTJ4	PF00129;
F5H8K0	PF03137;
A0A1C8DVN3	PF00129;
A0A0K0KR20	PF00129;
A0A0K2GUM4	PF07654;PF00129;
A0A109NRE0	PF00129;
A0S8J7	PF00146;
K7ENK9	PF00957;
K7EQU7	PF02005;
Q9GIN3	PF00129;
Q9UM38	PF00969;
Q7Z534	PF00628;
G3V5K9	PF06541;
A0A0M3KKW8	PF00516;
H0YI11	PF04153;
E3SG88	PF00129;
Q25B79	PF00129;
Q9H8D6	PF04091;
A0A0G2JRY6	PF06003;
A0A0U5Q218	PF07654;PF00969;
B6CAV8	PF00047;
Q05B42	PF07647;PF13676;
A8K8J5	PF00069;
B4DLU4	PF01112;
I3QHR8	PF00129;
Q8V9K9	PF00527;
B3KTG4	PF00443;
B4DXT3	PF10512;
B4E3T7	PF03177;
R4I3I1	PF00129;
A0A0C4DGQ9	PF01352;PF00096;
F6IQK1	PF07654;PF00129;
M4N6L4	PF00129;
D6RCD4	PF15722;
A0A087WUS0	PF01282;
E5RK50	PF02828;
H9QWR6	PF06444;PF00361;
A8MVF3	PF04617;
E7EN24	PF00028;
F6IQA4	PF07654;PF00129;
I3L539	PF12191;
Q53F85	PF03344;
Q5T3G2	PF03920;
Q95HL2	PF07654;PF00129;PF06623;
X5BLL0	PF06444;PF00361;
A0A0A7CA42	PF00969;
A0A1B0GU32	PF12052;
A4D2M5	PF00831;
B4E0G0	PF08423;
D4HP89	PF00129;
Q5QPQ0	PF02230;
E5DYU2	PF06455;PF00361;PF00662;
H9C3J3	PF00129;
H9E7R9	PF00499;
Q68DG4	PF00076;PF08080;
A0A0K0KRA8	PF00129;
D3U6A1	PF00129;
M9P9V4	PF00129;
Q6ZVS2	PF07686;
Q96DH9	PF00201;
A4UCT3	PF00022;
B4DWV9	PF00503;
C9JTY6	PF02969;
Q6FHM4	PF01215;
Q70HJ6	PF07654;
A0A059RSB6	PF06444;PF00361;
B7ZA29	PF00780;
B8X5N4	PF01059;PF00361;
A0A0A7C6G6	PF00969;
A2NV54	PF07686;
O95091	PF02487;
Q9UL92	PF07686;
A0A140HMA1	PF07654;PF00129;PF06623;
B7Z924	PF08337;
D3U457	PF00129;
B7Z1L5	PF00274;
R9Y5T9	PF06455;PF00361;PF00662;
D7NP76	PF00969;
H0YKH1	PF03792;
H6A2E0	PF00129;
Q45FY4	PF07654;PF00129;
O78092	PF00129;
R4QU39	PF00129;
A0A1C8DSC2	PF00129;
I3L4U4	PF00566;
V5LKI6	PF00129;
A0A0E3DCX0	PF00969;
Q6TV16	PF00688;
Q71VH6	PF01553;
I6M537	PF00129;
Q59G45	PF00076;
F1CCQ8	PF00969;
J3JS74	PF09240;
A0A097PID1	PF08776;PF00568;
B7Z1P0	PF00640;
B7Z356	PF00002;PF01825;
B9TX39	PF11265;
F8W6W0	PF15429;
B2RD71	PF04408;PF07717;
B4DEK2	PF00076;
B4DQS9	PF05206;PF11722;PF05253;
B4E388	PF00012;
E5RH05	PF16322;
G5EM91	PF00969;
Q8WXB8	PF04704;
U5YC13	PF00129;
A0A120GWC5	PF00129;
H7C4B9	PF15316;
C0LZ21	PF07654;PF00129;PF06623;
M9P8Y4	PF00129;
Q14K62	PF00993;
Q562W2	PF00022;
Q75MH3	PF00939;
A0A0A0MTQ3	PF14858;
Q0VGM7	PF00076;
A0A0N7A4H3	PF00969;
A0A059QKH3	PF00032;PF00033;
A0A059QT07	PF00032;PF00033;
Q7YPH4	PF07654;PF00129;
S4R449	PF03982;
B4DVZ8	PF09127;PF01433;
D6MJK9	PF00129;
H6UV66	PF00129;
H7C5K2	PF16533;
M9P943	PF00129;
A0A0A7C3P7	PF00129;
A0A0A7C8M3	PF00129;
A0A0A7C7Q4	PF00969;
A0A0A7C9P5	PF00969;
E9PMA6	PF00151;
A0A087WW18	PF01951;
F8VY40	PF05383;
Q6FH34	PF00001;
A0A0H4LYV4	PF07654;PF00129;
Q59HE5	PF01406;
A0A0A8LC21	PF07654;PF00969;
A0A0G2JP95	PF07810;
A8MW34	PF07773;
J9JIC5	PF15053;
Q29878	PF07654;PF16196;PF00993;
Q95HC2	PF07654;PF00129;PF06623;
F8R1B8	PF00129;
J9PWP2	PF00129;
J9UEA6	PF00993;
Q66X48	PF13516;
Q67AL4	PF07654;PF00969;
V5JA85	PF00129;
V5L6C4	PF00129;
J3QLN0	PF02434;
Q4QYZ9	PF00129;
A0A0A0MSF3	PF02984;
D2DKR0	PF00129;
F1BE19	PF07654;PF00129;
F5H1T5	PF01302;
G9HW88	PF00129;
G9HWC0	PF00969;
A0A186VNH5	PF00969;
A8K7U5	PF02990;
A8MU58	PF00043;
I6VE27	PF00201;
S4R385	PF00007;
A0A0A7C9X7	PF00969;
B3KU17	PF01352;
B4DGE7	PF17034;
B4DH51	PF00610;
B4E340	PF02985;
C9JEZ4	PF14957;PF00786;
H9C3I2	PF00129;
A0A0K0KRI5	PF00129;
D2U730	PF00129;
J3KSB6	PF15169;
Q75XT3	PF00201;
Q96I60	PF00365;
C9IYJ2	PF00787;
C9J539	PF01301;
C9JMB4	PF00385;
V9N323	PF00129;
B7Z2J9	PF01496;
G0ZDS2	PF00129;
E9PQ18	PF01834;
E1U683	PF00969;
Q67AF9	PF07654;PF16196;PF00993;
E5DCN8	PF00129;
K7EPE4	PF04707;
Q5CZ66	PF00076;
A0A0B7NNN9	PF07654;PF00129;PF06623;
A0A0E3DCC7	PF00969;
I4EPF3	PF07654;PF00969;
Q53RT0	PF00069;
Q4QRK8	PF06883;PF00562;PF04560;
A0A0N7A6F0	PF00969;
A0A126LB12	PF03064;
A0A0N7A4T5	PF00969;
I3L1L8	PF02793;
I3L325	PF02423;
Q67AF6	PF07654;PF16196;PF00993;
Q9UM37	PF00969;
A5A163	PF07654;PF00129;
G3FDZ5	PF07654;PF00969;
Q8N909	PF00759;
Q7YQ35	PF00969;
Q8SNA7	PF00129;
Q6GMW6	PF07654;PF07686;
Q5Q607	PF00146;
A0A0G2JM23	PF00047;
A0A0G2R174	PF00969;
H7BYD0	PF04716;
K9LCP2	PF00129;
A0A0A7C4H2	PF00129;
B4DZF4	PF02262;PF02761;
A0A059QLG0	PF00499;
B4DE87	PF05770;
Q572P5	PF07714;
A0A068B2J5	PF00129;
B3VRG5	PF02932;
J7F502	PF00129;
M0QZD9	PF00439;
R9YAG1	PF06455;PF00361;PF00662;
A0A0H4M9Y3	PF07654;PF00129;
B6ETN7	PF07654;PF00129;PF06623;
D2KZ29	PF07654;PF00129;
D6RAJ7	PF15302;
D6RDV4	PF00001;
F8W6K2	PF00620;
V5NS83	PF00129;
A0A0A7C3R9	PF00129;
A0A0A7C604	PF00969;
D3U3X1	PF00129;
E5RFQ9	PF00069;
V9GYU7	PF02752;PF00339;
B2R7W0	PF00763;PF02882;
G9HRL8	PF00129;
K7P561	PF00129;
Q5H9N4	PF00069;
Q9H7V3	PF07714;
A0A186VNC3	PF00129;
B4DNS0	PF01431;PF05649;
B4DP97	PF07654;PF07686;
B4E1L2	PF00405;
C9J0F6	PF00899;
C9JQV0	PF10180;
D5FWC6	PF00129;
H9BYV9	PF00129;
K7P4Z5	PF00129;
K7WRF7	PF00129;
Q3B797	PF16739;
J7F4Y4	PF00129;
S0F3K2	PF00969;
A0A109PS54	PF07686;
A0A0S4XQS9	PF07654;PF00129;PF06623;
A0A096LNL3	PF07714;PF02019;
D4III5	PF00129;
E7EM93	PF00293;PF09296;PF09297;
F2WFN0	PF06455;PF00361;PF00662;
H7C1L7	PF01869;
A0A0G2R167	PF00969;
A0A0A7C801	PF00129;
E9PMK9	PF12796;PF13855;
G1ENW1	PF00129;
G1EPJ3	PF00129;
G1EQ36	PF00129;
A0A0K0K1L8	PF02251;PF02252;
A0A0K0KRT8	PF00969;
A0A186VNC9	PF00969;
B4DIG3	PF00001;
C9JH00	PF08623;
D5M8F0	PF00129;
H9LT08	PF00146;
A0A0S2Z492	PF00493;PF14551;PF17207;
A0A0A7C5B6	PF00129;
A0A0A7C8V2	PF00129;
A0A0E3DC60	PF00129;
A0A0E3DCY5	PF00129;
A0A141AZ91	PF00129;
H0Y503	PF02020;
Q86YQ4	PF00042;
A0A0N7A4C9	PF00129;
A0A0N7BB73	PF00662;
A0A0A7C6H4	PF00969;
Q8NF29	PF05362;
A0A0K0KRL7	PF00969;
F4YZW5	PF00969;
A0A059RQP3	PF01059;PF00361;
E3SWP8	PF00969;
F6T4W9	PF15255;
I6NN74	PF00129;
F5H4V9	PF04194;PF01753;
J9JIH1	PF00246;
X2JR57	PF07654;PF00129;
E2GJR9	PF00129;
F6IR02	PF07654;PF00129;
H0Y7G7	PF07654;PF00969;
I3L1P9	PF07884;
I7HCZ5	PF07654;PF00129;
D7NR16	PF00129;
H9SV05	PF01059;PF00361;
Q9UER2	PF00047;
A0A141AZK5	PF00969;
A7MAP3	PF00129;
A8K012	PF03637;
B0QYV8	PF01412;
F6IQQ9	PF07654;PF00129;
Q5EDF6	PF00129;
Q6PE46	PF09257;
A0A140T9B1	PF01145;
Q96F82	PF00004;PF01426;PF09079;
C8CH88	PF00129;
E5RGB3	PF00643;
Q6P096	PF07679;
A0A087WYY3	PF00122;
H0Y897	PF00041;
H0YEX7	PF09507;
I6QAW7	PF00895;
A0A087WTY0	PF01352;PF00096;PF13912;
A0A087WXV3	PF00076;
F2Z2E5	PF00071;
F8W1A2	PF02210;PF00093;
A0A140TA77	PF12567;PF00041;PF12453;
Q53FU5	PF00335;
A0A0A7C4G5	PF00129;
A0A0A7C8V5	PF00969;
K7P4Z9	PF00129;
B7Z701	PF00130;PF00620;
M0QY62	PF01352;PF00096;PF13912;
M0R261	PF01182;
A0A1B2FIX0	PF05461;
A0A061CKU3	PF07654;PF00129;
A0A059RPW0	PF00115;
A0A0A0YRK1	PF00136;
D2DL07	PF00129;
J7GU64	PF16454;PF00017;
A0A173ADP7	PF07654;PF00969;
M0R0V2	PF01916;
A7L5M0	PF00129;
B3KNG8	PF14656;
M4Q9T4	PF00032;PF00033;
D2DL22	PF00129;
B4DL17	PF00038;
I0BW49	PF00129;
A0A0B4J250	PF01266;
Q29881	PF00969;
Q9TP48	PF00129;
C6K4J4	PF00129;
C9WCU9	PF00129;
Q5JXL1	PF12618;
B2CB48	PF06444;PF00361;
G3D6F3	PF00129;
G9FS21	PF07654;PF00129;PF06623;
F2VNE7	PF00129;
H7C3F1	PF12763;
Q8NHV7	PF09240;
A0A141AZJ5	PF00969;
A0A0F6WF48	PF00032;PF00033;
A0A0K0KRZ3	PF00969;
B7Z4F6	PF00118;
F8LFV1	PF07654;PF00969;
F8TI98	PF00129;
F8WB70	PF00240;
B1ARF3	PF16776;
B2R7J8	PF01352;PF00096;
B4DER5	PF00069;
B4DZL5	PF01266;PF16350;PF01571;PF08669;
B4YDT0	PF00032;PF00033;
F6IQK4	PF07654;PF00129;
N0A2T9	PF00129;
A0A0U1RR31	PF12605;
A0A0E3DDH2	PF00969;
B3KTP7	PF01391;
C9J8J7	PF07686;
D5FHQ6	PF00129;
A0A0A7C9L3	PF00969;
B7Z419	PF03332;
E9RKA5	PF07654;PF00129;
G3V4W0	PF00076;
A0A0A7C4P9	PF00129;
G8JLA2	PF13405;
A0A0A7C9B3	PF00969;
B3KXQ3	PF00858;
L0BX82	PF00969;
Q29957	PF00969;
Q75MQ5	PF00664;PF00005;
U5QBG3	PF13895;
B7Z527	PF02893;
C5IZM3	PF00129;
D6MLN8	PF00129;
D7NSP5	PF00129;
F8R178	PF00129;
F8R8H4	PF00129;
F8RHL1	PF00969;
D6RID5	PF14954;
Q562S7	PF00022;
Q67AG4	PF07654;PF16196;PF00993;
S4R3Y2	PF07690;
B7Z853	PF01217;
G3D6F7	PF00129;
A0A068C5L0	PF00032;PF00033;
S4R434	PF03798;
B4E3Q5	PF00689;
Q70V33	PF03414;
S4R3B5	PF03911;
V5NQQ8	PF07654;PF00129;
Q68DW4	PF09769;
Q8WMA2	PF00129;
A0A060D4B3	PF07654;PF00129;
B3KTL6	PF04153;
B4DHS4	PF05028;
B4DPB3	PF00069;PF00615;
B4DLN7	PF00067;
D6RF71	PF08016;
J9PW07	PF00129;
F8LSV3	PF07654;PF00129;
A0A0U1RQV5	PF01912;
B2G4X0	PF07654;PF00129;PF06623;
M9P9P5	PF00129;
M9PAA7	PF00129;
Q5TDE7	PF15926;
A0A0E3DD97	PF00129;
A0A0U2XL24	PF07654;PF00129;PF06623;
A0A141AZ78	PF00129;
A0A142J2I5	PF07654;PF00969;
D5FI02	PF00129;
A0A0A7C5J3	PF00129;
C9JEE0	PF07654;
C9JPQ4	PF12409;
G1EMP5	PF00129;
G1EMQ2	PF00129;
G1EP27	PF00129;
F2WFF4	PF00032;PF00033;
Q0VA92	PF02269;
Q15516	PF07714;
A0A0G2R124	PF00969;
A0A0K0KR54	PF00129;
A0A1B0GTZ3	PF02269;
A0A0A7C5E4	PF00129;
A0A0A7C6G4	PF00969;
A0A140VJS7	PF00227;
A4UUM5	PF00969;
B3KXS3	PF00246;
B4DUJ6	PF00113;PF03952;
C9JUA9	PF09058;
D5L9E3	PF00129;
Q5SZ82	PF02582;
U3LCV4	PF06444;PF00361;
A0A0G2R185	PF00129;
A0A024R6C9	PF00198;PF00364;
Q5T0Y3	PF00641;
X6R3K3	PF10486;
X6RF29	PF09810;
B2RBF6	PF01602;PF09066;
A0A180H6W4	PF00129;
I3L0B6	PF00076;
H9RVX2	PF06455;PF00361;PF00662;
S6CPV3	PF07654;PF00969;
W0LH19	PF03414;
B3KXP0	PF10479;
A0A0C4DG38	PF12998;
A0A0A7C557	PF00129;
E3SGD3	PF00969;
D6C509	PF00129;
H9C5I0	PF00129;
Q5JX52	PF00168;
A0A0K0KRP8	PF00969;
A0A0K0KS64	PF00969;
A0A186VNL7	PF00129;
A0A087WTG3	PF00888;PF10557;
A0A087WUM7	PF01352;PF00096;
Q6ZS32	PF00118;PF00610;
U5YMJ4	PF07654;PF00129;
C8C071	PF00019;PF00688;
H7C0F2	PF08320;
Q68D34	PF00100;
Q6P169	PF02463;
A0A024RBV2	PF16177;PF00501;
G0ZMH1	PF00129;
A0A0A7C4G8	PF00129;
A2VBZ9	PF07654;PF00129;
B7Z7S2	PF15273;
B8X5J9	PF00146;
E9PLC5	PF08925;
E9PPM8	PF01791;
A0A158W081	PF07686;
A0A0A7C807	PF00969;
A0A0F7KYR9	PF00067;
O19503	PF00969;
Q6F3D9	PF07654;PF00129;
Q6FHD9	PF01234;
Q9GJ30	PF07654;
A0A0U5Q304	PF07654;PF00129;PF06623;
I7B2C1	PF00129;
E0X9K9	PF00129;
E0YTM1	PF00129;
H0Y4J2	PF07147;
Q5JTY7	PF02878;
A0A075B7D8	PF07686;
B7XH60	PF07654;PF00129;
D2SSL2	PF00129;
D3KD99	PF00129;
G0KXG8	PF00129;
G0X8T1	PF00129;
A0A097Q5V5	PF06455;PF00361;PF00662;
B2R649	PF00368;PF12349;
D6MJ81	PF00129;
F8SKX2	PF00129;
Q05BX4	PF01851;
A0A068B2K5	PF00129;
H3BQI1	PF03259;
O14887	PF00096;
J3KNS5	PF00069;
Q8HWM5	PF00129;
Q9MYC9	PF00129;
R4QQS1	PF00129;
A8K0W5	PF03798;
H3BUV7	PF16484;
I3QHQ6	PF00129;
I3VZ24	PF00129;
Q49AI6	PF03028;
E2GD50	PF07654;PF00129;
H3BS02	PF10436;
I3L2I6	PF00884;
Q32Q10	PF13855;
Q32Q39	PF05622;
V9GYR7	PF00640;
A0A059RKC9	PF00146;
B0QY81	PF02759;
H0YLZ8	PF01433;
Q5HYL2	PF07654;PF00129;PF06623;
S5DLD6	PF07654;PF00129;
S5M224	PF00870;
A0A087WXN4	PF00628;
H9Q393	PF00032;PF00033;
M1F4W1	PF00129;
Q05BT9	PF00092;
R4GMP0	PF07647;
B2R6L0	PF00091;PF03953;
E9JY77	PF00032;PF00033;
F1B6U0	PF00146;
A0A1B0GVD4	PF00520;
E7BYC5	PF00129;
F2XI41	PF07654;PF00129;
Q3KPF3	PF00067;
B4E0T5	PF14724;
H9BYU4	PF00129;
H9E799	PF06455;PF00361;PF00662;
F6IQX5	PF07654;PF00129;
H0Y409	PF01391;
I3L0I7	PF01352;
I6NS34	PF00129;
D5FHQ0	PF00129;
Q6NUR1	PF12719;
A0A109VE08	PF00969;
E9PK87	PF05964;
A0A024R4J0	PF01352;PF00096;PF13912;
A2VDJ4	PF13015;
B7ZW61	PF01352;PF00096;
B8R3C3	PF00032;PF00033;
E9PM77	PF14926;
E9RKB0	PF07654;PF00129;
G1EPH2	PF00129;
G3V3D1	PF02221;
Q5U608	PF02269;
A0A0A7C7M4	PF00129;
C7E596	PF00129;
G4XFZ0	PF00129;
H7BZG6	PF01217;
L0BVK9	PF00129;
Q6F3H0	PF07654;PF00129;
